gvkey,fqtr,fyearq,datadate,fdateq,atq,ltq,isin,sedol,conm,sector
102087,1,2020,30/06/2020,20/11/2020,2024.331,172.485,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,4,2020,31/03/2021,18/06/2021,2082.411,143.956,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,1,2021,30/06/2021,19/11/2021,2017.8,194.369,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,4,2021,31/03/2022,24/06/2022,2057.888,193.833,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,1,2022,30/06/2022,18/11/2022,1924.173,172.762,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,4,2022,31/03/2023,20/06/2023,1892.177,162.322,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
102087,1,2023,30/06/2023,23/11/2023,1948.405,203.87,HK0018000155,6661490,ORIENTAL ENTERPRISE HOLDINGS,Communication Services
126596,1,2017,31/03/2017,02/08/2017,1558.097,1193.755,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2017,31/12/2017,22/03/2018,2064.782,934.935,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2018,31/03/2018,24/08/2018,1823.489,902.288,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2018,31/12/2018,29/03/2019,1677.595,954.055,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2019,31/03/2019,23/08/2019,2262.879,1435.351,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2019,31/12/2019,25/03/2020,1878.747,1238.73,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2020,31/03/2020,24/08/2020,1633.358,1169.769,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2020,31/12/2020,30/03/2021,1608.28,1243.113,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2021,31/03/2021,20/08/2021,1663.8,1329.279,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2021,31/12/2021,31/03/2022,1485.592,1339.503,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2022,31/03/2022,26/08/2022,1379.712,1459.424,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,4,2022,31/12/2022,27/03/2023,879.494,1619.023,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
126596,1,2023,31/03/2023,25/08/2023,897.556,1834.017,HK1097008929,6193937,I-CABLE COMMUNICATIONS LTD,Communication Services
206956,1,2017,31/03/2017,10/08/2017,88355,66106,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2017,31/12/2017,07/02/2018,91900,68695,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2018,31/03/2018,07/08/2018,93257,73310,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2018,31/12/2018,25/02/2019,94227,74618,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2019,31/03/2019,08/08/2019,92886,74980,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2019,31/12/2019,13/02/2020,98895,80923,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2020,31/03/2020,06/08/2020,97553,82715,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2020,31/12/2020,05/02/2021,97839,84285,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2021,31/03/2021,06/08/2021,102333,85917,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2021,31/12/2021,24/02/2022,94223,78741,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2022,31/03/2022,12/08/2022,93254,80853,HK0008011667,6574071,PCCW LTD,Communication Services
206956,4,2022,31/12/2022,24/02/2023,95064,82299,HK0008011667,6574071,PCCW LTD,Communication Services
206956,1,2023,31/03/2023,03/08/2023,91826,81045,HK0008011667,6574071,PCCW LTD,Communication Services
284169,1,2017,31/03/2017,11/08/2017,18305.941,10277.504,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2017,31/12/2017,28/02/2018,18584.209,10154.011,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2018,31/03/2018,16/08/2018,18578.715,10080.092,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2018,31/12/2018,27/02/2019,17965.222,9069.506,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2019,31/03/2019,14/08/2019,18434.329,9375.262,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2019,31/12/2019,02/03/2020,18389.287,8963.908,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2020,31/03/2020,18/08/2020,18525,9140,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2020,31/12/2020,03/03/2021,18337,8528,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2021,31/03/2021,19/08/2021,18220,8429,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2021,31/12/2021,15/03/2022,18382,8206,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2022,31/03/2022,17/08/2022,18167,8071,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,4,2022,31/12/2022,16/03/2023,18181,7710,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
284169,1,2023,31/03/2023,18/08/2023,17577,7049,HK1883037637,B1VKZ88,CITIC TELECOM INTL HLDGS LTD,Communication Services
289218,1,2017,31/03/2017,28/08/2017,2014.514,498.923,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2017,31/12/2017,27/03/2018,2183.465,608.027,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2018,31/03/2018,28/08/2018,2131.847,568.185,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2018,31/12/2018,27/03/2019,1989.793,400.439,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2019,31/03/2019,21/08/2019,1868.418,417.565,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2019,31/12/2019,27/03/2020,1973.841,398.446,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2020,31/03/2020,28/08/2020,1904.818,330.877,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2020,31/12/2020,29/03/2021,2073.884,452.103,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2021,31/03/2021,31/08/2021,2082.759,412.602,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2021,31/12/2021,29/03/2022,2037.143,379.62,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2022,31/03/2022,29/08/2022,1938.196,302.488,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,4,2022,31/12/2022,30/03/2023,1824.852,215.628,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
289218,1,2023,31/03/2023,28/08/2023,1954.57,315.68,HK0000046869,B39NNH8,SINOMEDIA HOLDING LTD,Communication Services
